sample.id	population	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
sample.3499	YRI	0.0358399	-0.00676134	-0.00175117	0.000504961	0.00231466	0.00259203	-0.00277649	-0.000455502	-0.00699414	-0.00371189	-0.0270631	0.00217067	0.0151258	0.0185173	0.0144329	0.0114186	-0.0182835	-0.0437338	0.0512536	-0.0710101
sample.3500	YRI	0.0359383	-0.0084465	-0.000851919	0.00175344	-0.00323511	0.00458558	0.00423156	-0.000481318	-0.00733306	0.00699437	-0.00893364	-0.0198163	0.0048789	-0.0900916	-0.00691776	-0.0180435	-0.0584294	0.0111057	0.0595366	-0.0148419
sample.3501	YRI	0.0366335	-0.00791147	-0.00152011	0.000769098	0.000345189	-0.00656892	-0.00056447	0.00281008	0.00535291	0.00459214	0.0175271	-0.0229656	0.0322283	-0.0270312	0.0501072	-0.0425626	-0.0079295	0.0143565	0.0219472	0.0715578
sample.3502	YRI	0.0356447	-0.00780459	-0.000364362	0.00653896	-0.00061614	0.00814829	0.00720192	0.00939672	0.0187528	-0.0197931	-0.0194697	0.00303441	0.00887265	0.0544914	-0.031657	-0.000466081	0.0283443	0.0419288	0.0246901	0.00832905
sample.3503	YRI	0.0349282	-0.00746314	-0.00102299	-0.00439798	0.000929395	-0.00502914	-0.0150791	-0.0107998	-0.00566276	-0.00732734	-0.0267484	-0.00742264	-0.0301403	0.0417971	-0.0206868	0.032757	-0.0466881	-0.0344192	-0.0595433	-0.0549129
sample.3504	YRI	0.0360972	-0.0073094	-0.0011186	-0.00414907	0.00385946	-0.003069	0.00588567	0.0016461	0.00305194	0.00390119	0.0251874	-0.0197885	0.013277	0.0279483	0.0312146	-0.0324759	-0.0103812	-0.0442376	-1.78286e-06	0.01635
sample.3505	YRI	0.0361876	-0.00769517	-0.000453833	0.000425327	-0.00558316	0.0147262	0.00821799	-0.00395521	-0.0131839	-0.00676141	-0.00472029	0.0128441	-0.0130645	0.0116913	-0.0300205	0.00244464	-0.0314678	0.0412501	0.0174334	-0.0534835
sample.3506	YRI	0.0354477	-0.00790885	-0.000754758	-0.00158375	0.00158332	0.00379573	0.00397889	0.0139168	-0.0120511	-0.00188169	0.0162275	0.000477201	-0.00343491	0.0580602	0.00033687	0.00283878	-0.0267324	-0.0132128	-0.0303892	0.00867855
sample.3507	YRI	0.0350319	-0.00747777	-0.000960737	-0.00195787	0.00442521	-0.0110947	-0.006693	-0.0081781	-0.0155747	-0.00925549	0.0106149	-0.0199923	0.0228893	0.01741	-0.0180919	-0.00635504	-0.0714857	0.0102493	0.0195073	0.0413939
sample.3508	YRI	0.0366787	-0.0084367	-0.000545187	-0.00106095	0.000508173	0.00352056	-0.00876187	0.00212666	0.00331969	0.00495452	0.0417573	0.0297139	-0.0108685	-0.0457378	-0.0141859	-0.0195227	0.00588768	0.0206019	-0.0469709	0.00189541
sample.3509	YRI	0.0347525	-0.00742801	-9.464e-05	-0.00637243	-0.00197415	-0.00054327	0.0016693	-0.000648414	0.0199027	-0.00616747	-0.0312036	0.0184114	0.039285	0.000629484	-0.0324651	-0.06898	-0.041099	0.00256169	0.00550767	-0.0033119
sample.3510	YRI	0.0344908	-0.00849799	-0.000443773	0.00295381	-0.00248923	0.00791271	-0.0040684	-0.00307771	-0.0147188	0.000825471	0.0256984	0.00587247	0.0211103	0.0331066	-0.0104788	-0.029638	0.042209	0.0605716	0.0326359	0.0363856
sample.3511	YRI	0.0380157	-0.00846357	-0.000173822	0.00315459	-0.00623001	-0.00432333	0.00277884	-0.0045627	0.00570133	0.000937643	-0.0161377	0.00324926	-0.0184409	-0.00135439	0.00993201	0.0186858	0.0221332	0.103609	-0.0226116	0.027441
sample.3512	YRI	0.0346083	-0.00948038	-0.000733989	-0.00231691	0.00160575	-0.00760094	0.000999538	0.000927472	0.0041552	-0.00556376	-0.00836939	-0.00547642	-0.0170789	0.00264288	0.0320275	0.0792673	-0.0436114	-0.053534	-0.0368071	-0.0596961
sample.3513	YRI	0.0348652	-0.00801797	-0.00111934	0.0025998	0.000588179	-0.000307416	-0.00612214	0.00770024	-0.0080741	0.013568	-0.012989	-0.0080762	0.00452052	-0.000802217	-0.037696	0.00390158	-0.0200318	-0.0311038	0.0177313	-0.0228363
sample.3514	YRI	0.0374752	-0.00797264	-0.000249918	0.00246275	-0.00115436	0.00362543	-0.014522	-0.00189094	0.00806193	0.0219493	-0.0299237	0.0275902	0.00830307	0.0272814	0.0222195	-0.0793224	0.106204	-0.0514103	0.0480403	-0.0594257
sample.3515	YRI	0.0351316	-0.00806709	-0.00138358	0.00077353	2.24695e-06	-0.00611498	0.0135729	0.0126496	0.00935515	0.0163176	-0.0186137	-0.0131386	-0.0246685	-0.0210261	0.0170194	0.0460439	0.0042489	-0.0353101	-0.00668427	0.0123072
sample.3516	YRI	0.0366529	-0.00909596	-0.00127455	0.000756543	-0.000297626	0.00522316	-0.0047825	0.000515512	0.00634884	0.00332371	0.0174426	0.0226251	-0.017399	0.0238293	-0.0543307	-0.00882929	-0.0441282	0.0111137	-0.0100741	-0.0232894
sample.3517	YRI	0.0362092	-0.00801781	0.000116748	-0.000456163	-0.00481496	0.00256045	-0.00254751	0.00365929	-0.00207019	-0.0114953	-0.0110445	-0.0114014	0.0122877	0.0532244	-0.0142204	-0.0281994	0.0105796	-0.00696029	0.0283655	-0.0285703
sample.3518	YRI	0.0342083	-0.00851212	-0.000366925	0.00367339	0.000286052	-0.00771986	0.000282947	0.00162763	0.0115924	-0.013317	0.00434998	0.0133906	0.0230237	0.0237863	0.0485048	-0.0226152	-0.0302279	-0.0302733	-0.0395594	0.0284879
sample.3519	YRI	0.0359853	-0.00884186	-0.00222117	-0.00132979	0.00116053	-0.00221227	0.00793385	-0.00198053	0.0331136	-0.0146405	0.00371337	0.00498271	0.0347058	0.0365634	0.0356628	-0.0594539	0.0151349	0.0321569	0.0437382	-0.0348249
sample.3520	YRI	0.0368894	-0.00785808	-0.00114282	-3.29741e-05	-0.00236353	0.00158293	-0.00554583	-0.00471051	-0.0267366	-0.00405179	0.00161016	0.00930912	-0.00802355	0.00356632	-0.0102427	0.0173037	0.0162533	0.0250793	0.0340526	0.052598
sample.3521	YRI	0.0360492	-0.00743845	-0.000190617	-0.00390691	-0.00836171	0.000331711	0.00211501	-0.0061684	0.0156039	-0.00366106	-0.0152714	-0.0111248	-0.0109481	0.00723406	0.00888459	-0.0187825	0.0149146	-0.0107483	0.0697338	0.0420175
sample.3522	YRI	0.0323815	-0.00607172	-0.00092979	0.000268371	0.00570701	-0.00494824	0.00203011	-0.00591699	-0.010879	-0.00323036	0.00269815	-0.00727022	0.00327545	-0.0508815	0.00849061	-0.0121565	0.00145821	0.0255798	0.0579361	0.00963956
sample.3523	YRI	0.0363441	-0.00781499	-0.00040933	-0.00279697	0.00749118	-0.0068277	0.00111751	-0.00466858	0.00976408	-0.0109107	-0.00325178	-0.00590475	0.00408308	0.0336036	-0.0132241	0.00522493	-0.0254948	0.0149033	-0.00872048	0.0242907
sample.3524	YRI	0.0358319	-0.00881097	-0.00117866	0.000274942	0.000245414	0.0042012	0.000562928	-0.0105029	0.020667	-0.0137186	-0.0511229	0.0111113	0.0906259	0.0459612	0.102349	-0.127727	-0.117757	-0.0451871	-0.0387163	-0.0894573
sample.3525	YRI	0.0350241	-0.00749933	0.000170594	-0.00281062	0.00302968	-0.00856806	0.00106197	0.00737464	0.0243464	0.00633083	-0.00664238	0.00757377	-0.0113561	-0.0161138	-0.0221493	0.0101314	0.0294091	-0.00718024	-0.0121822	-0.0312119
sample.3526	YRI	0.0351215	-0.00883658	-0.00137403	-0.00329441	-0.000894724	0.00598495	0.00216374	0.00626719	-0.0117951	-0.0235426	0.0109324	0.0308086	0.00663511	-0.02323	-0.0362641	-0.0876043	6.96453e-05	0.156538	-0.0650561	0.00125
sample.3527	YRI	0.035938	-0.0078751	-0.000299494	0.00206525	0.000958598	0.002572	-0.00843103	0.00422546	-0.00474175	0.00485876	-0.0149987	0.00882676	-0.00246682	0.0163803	0.01714	-0.0145977	-0.0394757	0.0421452	-0.0457425	0.0290303
sample.3528	YRI	0.0368998	-0.00853663	-0.00122427	0.00310603	-0.00377727	0.00537031	0.00316046	0.00901234	0.0188579	-0.0100909	0.0104101	0.0408846	-0.0451097	0.0752117	-0.0392992	0.0385884	0.0568716	0.0666552	-0.00261702	-0.0464196
sample.3529	YRI	0.0364657	-0.00843744	-0.00122086	-0.000794892	-0.00338565	0.00712023	0.00532939	0.00166601	-0.00477672	-0.01506	0.00573987	-0.031722	0.00433591	0.0255766	-0.0134204	0.0535205	-0.041743	-0.00287244	-0.0473597	0.00286797
sample.3530	YRI	0.0363892	-0.00859349	-0.00035875	0.00154788	-0.000841971	-0.00168672	0.0147368	0.000143961	0.00627878	0.00452078	0.000453566	0.0114027	0.0245838	-0.0191725	0.0325313	-0.046387	-0.0214171	0.00848943	0.027358	0.0468298
sample.3531	YRI	0.0349582	-0.00646841	-0.000728607	-0.00333403	-0.000465012	0.00352231	0.00783577	0.000464492	-0.00390625	0.00373782	0.0168165	-0.0192561	0.00843348	-0.0230298	0.0291996	0.00825971	0.0143813	-0.0188862	0.0042446	-0.0076363
sample.3532	YRI	0.0370642	-0.00693092	-0.00110567	0.00160163	0.00296699	0.00203633	-0.00820788	-0.00102691	-0.0422997	0.00107339	-0.00318459	-0.00679048	0.0270807	-0.0185484	0.0770654	-0.0582135	-0.0732792	-0.00115888	-0.0269247	-0.0113348
sample.3533	YRI	0.0345583	-0.00726468	-0.000787542	0.000938488	0.00492633	-0.0136113	0.0106435	0.00778955	0.00477244	0.00224996	-0.0130366	-0.00280494	-0.00203898	-0.00333863	-0.0175713	0.00869727	0.0130322	-0.0146775	0.0140582	0.0199809
sample.3534	YRI	0.0364222	-0.00829443	3.23314e-05	-0.000798273	0.00027561	-0.00240744	-0.0020084	-0.00253304	-0.00840783	0.018625	0.00444943	0.00637902	-0.0260753	-0.0317796	-0.0426842	-0.0254555	0.0274792	-0.0103735	-0.0204397	0.0238333
sample.3535	YRI	0.0353862	-0.00830748	-0.00172215	-0.00270757	0.0016987	-0.0134049	0.00477465	0.00915134	-0.00250449	-0.00789088	0.0212007	0.0172081	-0.00481342	0.0394582	-0.028944	0.0199474	0.0272359	0.0249767	-0.0516781	-0.0100946
sample.3536	YRI	0.0354984	-0.00850825	-0.00138646	0.00405931	0.00060209	0.0054691	0.0115241	-0.00588593	0.0119208	-0.0327354	0.0263594	0.0204609	-0.00422125	-0.000818098	-0.0247942	-0.0427385	0.0126132	0.0710579	-0.0106239	-0.03366
sample.3537	YRI	0.0361599	-0.00744342	-0.00179787	-0.00069655	-0.000271633	0.00408999	-0.00155112	-0.00829318	-0.00319926	-0.0163493	-0.00314141	0.052727	0.0172474	-0.0167558	-0.142142	-0.0563196	0.0337746	0.0269694	-0.0555887	0.0155568
sample.3538	YRI	0.035029	-0.00798693	-0.000802346	0.000770881	-0.00186681	-0.00578067	-0.00446047	-0.00816872	0.0117997	-0.00487233	0.0263751	0.0174953	0.0154507	0.00403896	0.0172616	0.0192992	-0.00353939	-0.00859947	-0.0183164	-0.0309971
sample.3539	YRI	0.0346899	-0.0079702	-0.000681583	0.00197893	0.00473813	-0.003882	-0.0173784	0.00833543	-0.0071456	0.00174794	-0.0171929	-0.026482	0.0160332	0.0265008	-0.0165721	0.0271306	-0.0634686	-0.00218693	-0.00573084	0.0395802
sample.3540	YRI	0.0352743	-0.00838782	-0.00149684	0.00363983	0.00404637	0.00546666	-0.00826017	-0.00453618	0.0121839	-0.0032955	-0.00480416	-0.00984883	0.0103912	0.0241713	0.0531577	0.0289356	-0.0197672	0.00630705	0.0470339	-0.0290281
sample.3541	YRI	0.0351291	-0.00754716	-0.0010175	0.00311283	0.00132647	0.0120861	-0.00155834	-0.00220488	-0.00871941	0.0083708	0.00403294	-0.0185157	-0.0198848	-0.0337597	0.0238867	0.0506215	-0.00358376	0.020777	0.0387709	0.021891
sample.3542	YRI	0.0357745	-0.00806811	-0.00021317	-0.00570421	-0.00225523	-0.0135767	-0.0164392	-0.00965413	-0.0325165	0.0177443	0.0114214	0.011795	-0.00443926	0.00777426	0.00735797	-0.0088741	0.00317356	0.0119079	-0.0421064	-0.0108116
sample.3543	YRI	0.037531	-0.00832816	-0.00180853	0.00314955	-0.00748859	0.0116964	-0.00674591	0.00267436	0.00228414	0.00557977	0.0175621	0.0127537	-0.0177877	0.00790893	-0.0208716	-0.00316605	0.0466364	-0.0786829	0.0307483	-0.0378746
sample.3544	YRI	0.0351261	-0.00882011	-0.000535035	-0.00361326	0.00445106	0.0149488	-0.00363309	-0.000523547	-0.000470334	-0.00354833	0.045935	0.020444	0.00738102	0.0389315	-0.0131254	-0.0163455	0.00714246	-0.0335088	0.0154429	-0.0368083
sample.3545	YRI	0.0353048	-0.0057838	-0.000330005	0.000704358	-0.00209436	-0.00176894	0.000717534	0.00134511	0.0122626	0.00566836	-0.0107069	0.000612359	-0.00382893	0.0196914	-0.0342154	-0.00334723	0.0488418	-0.00770675	0.00612995	-0.00179555
sample.3546	YRI	0.0374525	-0.00861251	-0.000254847	-0.00245053	-0.00272653	0.00777218	-0.00565605	-0.00384641	0.0157415	-0.00884188	0.000667901	0.00507308	-0.0192889	-0.0498516	-0.0365552	0.00775067	-0.0258816	-0.00340263	0.0677184	-0.0261853
sample.3547	YRI	0.0341555	-0.00709595	-0.00119755	-0.00335855	0.000855374	0.000326006	-0.00911643	-0.0030896	-0.0176607	-0.00378744	-0.0179912	0.00685165	-0.0208408	-0.0299664	0.00133448	-0.000307699	0.0297165	0.0288283	-0.0206286	0.0134129
sample.3548	YRI	0.036826	-0.00791715	-0.000706664	-0.00123645	-0.002019	0.00633102	0.00423705	0.00277623	0.0109663	-0.00710656	-0.00684909	-0.009262	-0.00190912	-0.00261159	0.00110541	0.0167152	0.0386321	-0.00500513	0.0432877	0.0185664
sample.3549	YRI	0.0361278	-0.00796295	0.000702634	-0.000946732	0.00122016	0.00335424	0.0037292	0.00511667	0.0118251	-0.000249943	0.014895	0.000296923	0.0194578	-0.0675359	-0.0083028	-0.0517493	0.0153019	-0.0273359	-0.0410175	0.0185812
sample.3550	YRI	0.0364992	-0.00850178	-0.000939601	0.00253729	-0.000605213	0.00577354	-0.00433986	0.00230732	0.00492224	-0.00341174	-0.0142297	0.0190347	-0.0455654	-0.0246882	-0.0201851	-0.00418291	0.0593621	-0.0416436	-0.0651464	-0.06203
sample.3551	YRI	0.0358102	-0.00772906	0.000186277	0.00294003	-0.00234458	0.00197407	-0.00452687	-0.00182828	-0.00438904	0.00903878	-0.0190853	0.00675525	-0.016252	-0.00414752	-0.07621	0.0393093	0.00592963	0.0571844	-0.0294597	0.0109667
sample.3552	YRI	0.0361905	-0.00759446	-0.000820456	0.00287531	0.00143447	-0.00173757	0.000617102	-0.00237762	-0.0207198	-0.0129147	-0.00193612	-0.01136	-0.00916027	0.0161982	0.0499284	0.00403121	0.000856204	0.0522241	0.00914526	-0.0545501
sample.3553	YRI	0.0346183	-0.00809819	-0.00144652	0.00132181	8.19101e-05	-0.00374247	0.00608229	-0.00223357	0.000770845	0.00548967	0.00570396	-0.00285591	-0.0215835	-0.0167461	-0.0277399	-0.000925255	0.0089856	0.0202743	0.0264886	-0.00528109
sample.3554	YRI	0.0348288	-0.00812092	-0.00075772	-0.00316132	0.000193007	0.0057622	0.00265917	0.000155265	-0.00379975	-0.00223639	0.00147896	-0.0158298	0.0185347	-0.0881247	0.0286417	-0.0476335	-0.0102154	-0.0101676	0.0103458	0.00457274
sample.3555	YRI	0.034229	-0.00726241	-0.000173604	0.00453732	-0.00733811	0.00223003	0.0141549	-0.00333743	0.00129535	0.0207413	0.00842055	-0.00747719	0.0210166	-0.012807	0.0147432	-0.00674923	-0.00923605	-0.0380594	0.0470418	0.0351092
sample.3556	YRI	0.0348879	-0.00691096	-0.000121127	-0.00179749	-0.00330925	-0.00134538	0.00121947	-0.00176425	-0.0152678	0.0234098	0.00496762	-0.00375657	-0.025114	0.0169493	0.0427464	0.0265317	-0.0011738	-0.0180841	-0.0134914	0.0197585
sample.3557	YRI	0.0365038	-0.00878573	-0.00197119	-0.000485077	-0.00329385	0.0150553	0.0134821	0.00446523	-0.0198855	-0.0114577	-0.0117577	0.0149984	1.2426e-05	0.0128209	0.00189757	0.00506935	0.0262071	0.0459895	0.00683585	-0.0332635
sample.3558	YRI	0.0361601	-0.00878924	-0.000850258	0.000363401	-0.000808566	-0.00202698	-0.0020471	0.0105043	-0.00546838	0.0170775	-0.0197305	0.00675647	-0.047949	-0.0331192	0.00798545	0.066391	0.0278583	0.036983	0.0397355	-0.0462338
sample.3559	YRI	0.03724	-0.00822003	-0.0014465	-0.00441672	-0.00188522	0.0039892	0.00596313	0.00277504	-0.00652336	0.0128548	-0.00979577	-0.00377572	0.0117444	0.0015315	-0.04215	0.00295797	-0.0279307	0.0307147	-0.0328823	-0.0179786
sample.3560	YRI	0.0359653	-0.00922161	9.62234e-05	-0.00415864	-0.00146361	-0.00752459	0.0162823	0.00656704	-0.00118911	0.00182373	-0.0042005	0.0369018	0.000401562	-0.0173033	0.0377766	-0.0420807	0.0786015	-0.00377365	-0.0396781	-0.00788144
sample.3561	YRI	0.0355988	-0.00798984	-0.0017307	-0.00117696	-0.000870343	0.0043938	0.00339118	0.00221673	-0.00173559	0.00409681	-0.0117575	-0.00563499	0.0519942	-0.0108162	0.0562316	-0.0295601	-0.0304023	-0.0505137	0.0122972	0.0114808
sample.3562	YRI	0.0346322	-0.00711088	-0.000568159	0.00396198	0.00413279	-0.000955603	-0.00086849	0.00129533	-0.0135031	0.00136445	-0.000840004	-0.00809036	0.0443689	0.0244234	-0.0114052	-0.0136397	-0.0374125	-0.0403772	-0.0259503	-0.0256486
sample.3563	YRI	0.0364922	-0.00685506	-0.000980724	0.000231919	-0.00247918	0.00715104	0.00761331	0.00396767	0.011561	-0.0130516	-0.000243564	-0.00750499	0.0167743	0.0114112	0.0187795	-0.0206583	0.0228492	-0.00839636	0.0354035	0.0363567
sample.3564	YRI	0.0351453	-0.00856232	-0.000603622	0.00520879	0.000282139	-0.00582714	0.00045504	-0.00631955	-0.00696196	0.00216262	0.00766717	-0.0037129	0.00171332	-0.0103415	-0.0113385	0.0095451	-0.000255466	0.0318708	-0.00529691	0.0170391
sample.3565	YRI	0.0351889	-0.00772926	6.07152e-05	0.00468287	0.000298763	0.00731522	0.00607052	1.1992e-05	0.022452	-0.0041268	0.0121607	-0.00577749	-0.0015324	0.0128012	0.00105963	-0.000619642	0.00676301	-0.0211344	-0.0177188	0.00190079
sample.3566	YRI	0.0355081	-0.00747227	-0.0016252	-0.000714624	0.00690566	-0.00436678	-0.0169866	-0.00355827	0.0019258	0.0159434	-0.0218801	-0.0105436	-0.00957019	0.0630273	0.0235754	-0.00204825	0.00803022	-0.0257829	-0.00110497	-0.0121797
sample.3567	YRI	0.0358326	-0.00791813	-0.000533233	0.0027362	-0.00180244	0.0107282	-0.00798668	0.00141141	-0.00208456	0.0046089	-0.033714	-0.00629927	-0.00106009	0.00678709	-0.0307231	0.00604465	0.0302206	-0.0103877	0.0242326	0.0352482
sample.3568	YRI	0.0373747	-0.00925157	-0.000226077	0.00139736	-0.000425657	0.0112638	-0.00274407	0.00463496	-0.00480186	0.00608724	0.0203821	0.00273974	0.00433637	0.0427144	0.00765085	0.00107881	0.0342035	0.00319666	-0.0492078	0.0195506
sample.3569	YRI	0.0350829	-0.00783694	-0.000741802	-0.0042861	-0.00441163	-0.0069252	0.00119278	0.000579701	0.0179058	-0.00502246	0.0098351	-0.0177275	-0.0098278	-0.042931	0.00195909	0.0212668	0.0379418	0.00672159	0.0414896	0.032997
sample.3570	YRI	0.0359528	-0.00854258	-0.00130128	-0.00114951	-0.000966988	0.0101293	0.00125417	0.00473112	0.0156187	-0.00226457	-0.00998684	-0.00272734	0.0337832	-0.01409	0.00549363	-0.0356412	0.00203735	-0.0440284	-0.0258251	0.0109967
sample.3571	YRI	0.0365527	-0.00988027	-0.000809939	-0.00100639	0.0010585	-0.0017538	0.000308938	-0.0130689	0.0039663	-0.0133159	0.0286499	-0.0178946	0.00978322	-0.032291	0.0591673	-0.0199624	-0.0174003	0.0560563	0.0247909	-0.0485462
sample.3572	YRI	0.0357468	-0.00705649	-0.00120016	0.000634105	0.00298792	0.000937238	-0.00310808	-0.00473974	-0.0129834	0.0113163	-0.00870297	-0.0271758	-0.0130411	-0.0499578	-0.0350061	-0.0107929	-0.0401858	-7.97819e-05	0.0128284	0.0432377
sample.3573	YRI	0.0343783	-0.00701512	-0.00152637	-9.96799e-05	0.00348373	-0.0143065	0.00153379	-0.00397169	-0.0012071	0.0138441	-0.0117091	-0.0107096	0.0309753	-0.0124641	0.0740525	-0.0142886	-0.0107475	-0.0303928	-0.00930457	0.02599
sample.3574	YRI	0.0365507	-0.00796811	-0.00030535	-0.00190762	-0.00136285	0.0050518	-0.00394532	-0.00754368	0.000669259	-0.00185842	0.0232693	0.000287414	-0.0358029	-0.0615185	-0.00086379	0.0261571	-0.0410827	0.0691806	-0.0297069	0.0489501
sample.3575	YRI	0.0366266	-0.00847488	-0.000369193	-0.000991458	-0.000755082	-0.00694481	0.00268437	0.00329137	0.00562431	-0.00419415	0.028397	-0.00385743	0.0159886	0.00118505	0.014819	-0.0218866	0.00792742	0.0172192	0.0693388	-0.0015112
sample.3576	YRI	0.0367164	-0.00825769	-0.000528395	-0.000197948	-0.000238085	-0.00752228	0.00262187	0.00409419	0.00407515	-0.0125528	-0.00592236	-0.0147076	0.0169763	-0.0650491	0.0263126	0.0277606	-0.07383	0.0588409	0.0307646	0.00755237
sample.3577	YRI	0.0379874	-0.00933936	-0.00044738	0.00104664	-0.00190867	0.000913522	-0.00271503	-0.00585879	0.00567633	0.00159088	0.0191037	-0.00799276	0.0216451	0.022438	0.0622166	-0.0284808	0.014068	-0.0182067	-0.0169988	0.00705116
sample.3578	YRI	0.0366476	-0.00818819	-0.000212946	0.000269408	0.00124407	-0.00845854	0.00299353	-0.00164423	0.00887425	-0.0126928	0.0117073	0.0350545	-0.021434	-0.0163493	0.0411936	-0.0269683	0.0893569	0.0292301	-0.0170854	-0.0691077
sample.3579	YRI	0.0356966	-0.00741682	0.000106797	-0.000300528	-0.00121548	0.00287294	-0.00558112	0.00696918	-0.00288375	-0.00777708	-0.0118648	-0.00294032	-0.004963	0.0106469	0.044433	0.0244509	0.00266098	-0.0207466	-0.0311699	-0.0141898
sample.3580	YRI	0.0356874	-0.00777712	-0.00120291	0.00376731	-0.00567434	0.0158616	-0.00424409	-0.00130678	-0.0117192	0.0100668	-0.0472857	0.00181158	-0.0261213	0.0149347	-0.0118209	0.0233148	0.0287575	0.0433334	0.024697	0.0269404
sample.3581	YRI	0.0352598	-0.00831686	-0.00103068	0.00106686	0.00433354	0.00626131	0.0147395	0.00368255	-0.000664391	0.0217119	-0.026518	0.004694	0.0111142	0.0252182	-0.0197185	-0.0255703	0.0020573	0.0543825	0.0337385	-0.0160025
sample.3582	YRI	0.0373924	-0.00844422	-0.00092804	-0.000456583	0.00634622	0.0044232	-0.00372785	-0.00261276	0.0165457	-8.16096e-05	-0.00224752	0.0274225	0.0344979	-0.0083294	0.0182589	-0.0170727	0.00235255	-0.0204507	0.0110158	-0.041952
sample.3583	YRI	0.0362633	-0.00800773	-0.000750363	0.000684891	0.00192735	0.00414255	0.00722392	0.000155086	0.0071397	0.00873785	-0.0182751	-0.0103852	0.0160968	-0.0104157	0.062788	0.0426234	-0.0512471	0.0349933	0.0511928	0.0624715
sample.3584	YRI	0.0354624	-0.0085837	-0.000570297	0.00401851	-4.51615e-05	0.0101325	-0.00539578	0.00219652	0.025482	-0.00467233	-8.37938e-05	0.0203995	0.00462161	0.0496799	-0.058365	-0.0205157	-0.0159103	0.0145462	0.0537081	0.00438812
sample.3585	YRI	0.0351404	-0.0080697	-0.000157801	0.00149877	0.00127911	-0.0114724	0.0100233	0.00353056	0.0143158	0.00805043	-0.0223275	-0.00963717	-0.0148577	-0.0242035	-0.0196745	0.00483182	0.0147861	0.00273607	0.00103025	-0.0413233
sample.3586	YRI	0.0352391	-0.00796333	-0.000522342	0.00325941	-0.00232905	0.00738198	-0.00145825	-0.00685806	0.00840555	-0.00425297	0.00349726	-0.00812199	0.0113602	-0.0152328	0.0509998	-0.00741152	-0.0200695	0.02801	-0.00362803	0.0393723
sample.3587	YRI	0.0356687	-0.00849347	-0.00102961	0.00143602	0.00398043	-0.000113958	0.000287396	0.0070213	-0.000591994	-0.00275346	-0.000718315	0.0036797	-0.00815266	-0.020629	-0.00964801	-0.00954136	-0.0377184	0.0228865	-0.0366422	-0.0274175
sample.3588	YRI	0.0365929	-0.00815512	-0.000400022	0.00390692	-0.00158806	-0.0022192	-0.00826184	0.00357815	0.00189741	0.00327031	0.00629856	0.013748	-0.0214636	-0.0552002	0.0396091	0.000980547	0.0021016	0.0156643	-0.0111718	0.00428827
sample.3589	YRI	0.0373364	-0.00906708	-0.00137535	0.000123141	0.0032315	-0.00234786	0.00461686	-0.0054635	-0.00425224	0.00958763	-0.0228346	0.000705305	-0.0100051	0.0252335	-0.0387804	-0.00287622	-0.00967413	-0.0404593	0.024952	0.0403655
sample.3590	YRI	0.0345994	-0.00713353	0.00023681	-0.00102677	-0.000857026	0.0100597	-0.0120843	-0.00429817	0.0100106	-0.00699879	0.0320059	-0.00719956	-0.0303344	-0.0437672	-0.0747956	0.0203621	-0.0346884	0.0445936	-0.0165119	0.0518808
sample.3591	YRI	0.0363943	-0.00794403	-0.00121693	-0.00383908	-0.00235754	0.00379365	-0.00807419	-0.00466229	-0.00287428	0.0044304	0.0247536	-0.0109701	-0.00410974	0.00286233	0.014724	0.00513933	0.0142174	0.0165267	0.053143	0.0334169
sample.3592	YRI	0.036193	-0.0088615	-0.00107331	0.00486295	0.0037233	0.00042655	0.00417872	-0.00253667	0.00287442	-0.000924064	0.000372607	8.16588e-05	0.00854668	0.0328909	0.0211655	-0.0380597	0.0540441	0.0497605	0.0560829	0.0111557
sample.3593	YRI	0.0370785	-0.00933721	-0.000372468	-0.00394147	0.00461709	0.0097386	0.000369766	-0.00549841	-0.0118567	0.0130809	-0.00128755	-0.0253222	0.00280209	-0.000164371	-0.0234555	0.0233842	-0.0076701	-0.0868048	-0.0512039	0.0267448
sample.3594	YRI	0.0354339	-0.00836166	-9.81524e-05	-0.0046744	-0.000926985	-0.00879499	0.00829499	0.0056608	0.0103566	0.00228055	-0.000174266	0.0183637	0.0043976	-0.000749632	-0.0168792	-0.027039	0.0110849	0.0376563	-0.0193099	0.0493315
sample.3595	YRI	0.0350522	-0.0069961	-0.00108733	0.00346955	0.00225927	0.00370486	-0.00717663	0.003309	0.00557821	-0.00348458	0.00776506	-0.0012407	0.0449532	0.0858054	0.0158226	-0.0377789	-0.0017346	-0.0362239	-0.0135279	-0.0264554
sample.3596	YRI	0.0366409	-0.00887482	-0.00236372	0.000853286	-0.00127318	0.0075177	0.00274119	-0.00116326	-0.00395964	-0.0014133	-0.0163595	0.00130334	0.00978565	0.0094449	-0.0249115	-0.0024627	-0.0204122	-0.0525702	0.0308576	0.0374306
sample.3597	YRI	0.0342455	-0.00800904	-0.000565867	-1.19236e-05	0.00158104	-0.00630175	0.00596247	0.00613019	0.00260211	0.00513242	-0.0320507	0.0123074	8.90977e-05	-0.0191561	-0.00952765	0.00410344	0.0484961	0.0649783	-0.00711527	0.0148222
